0.84432,0.77969,0.81555
0.8701,0.81325,0.83058
0.83686,0.76331,0.82152
0.85064,0.79665,0.80015
0.86682,0.82092,0.79499
0.81158,0.73659,0.8075
0.68439,0.58938,0.83614
0.91871,0.88561,0.85911
0.82199,0.75256,0.81176
0.78821,0.70741,0.79393
0.8582,0.79616,0.8348
0.86552,0.81554,0.81453
0.87613,0.83044,0.81174
0.78915,0.71252,NaN
0.77052,0.68905,0.77587
0.85319,0.79983,0.79604
0.87143,0.81791,0.82677
0.8491,0.79629,0.79214
0.79568,0.71279,0.82811
0.84545,0.78355,0.82023
0.88078,0.829,0.83688
0.87347,0.82156,0.8313
0.76702,0.68408,0.79416
0.90635,0.87068,0.82976
0.86533,0.80464,0.83532
0.82232,0.74307,0.83131
0.85827,0.8016,0.80811
0.80844,0.7314,0.8075
0.86063,0.79732,0.84286
0.8737,0.82377,0.81386
0.88449,0.83213,0.863
0.82751,0.75388,0.80861
0.82255,0.74965,0.79812
0.78195,0.69998,0.81491
0.75079,0.66177,0.81666
0.79229,0.70908,0.83429
0.91457,0.88291,0.85364
0.81507,0.74223,0.81612
0.81361,0.74429,0.79388
0.89968,0.86033,0.82821
0.89129,0.85396,0.82881
0.70581,0.61328,0.8185
0.9138,0.88482,0.84568
0.7981,0.72638,0.76451
0.87061,0.82361,0.80908
0.83497,0.76668,0.82812
0.89454,0.86981,0.81568
0.88164,0.83114,0.8577
0.82469,0.74678,0.8426
0.90342,0.86555,0.84403
0.87374,0.83871,0.79609
0.69328,0.60513,0.79224
0.85397,0.79274,0.80444
0.78518,0.70709,0.78764
0.89505,0.86189,NaN
0.86611,0.8133,0.8241
0.86012,0.8,0.84799
0.73857,0.65356,0.77605
0.8636,0.8088,0.81103
0.85521,0.80247,0.811
0.91352,0.87664,0.85595
0.92102,0.89203,0.84009
0.75859,0.67209,0.82829
0.91218,0.8818,0.82783
0.90736,0.87334,0.86342
0.80189,0.72698,0.79682
0.84748,0.78584,0.80819
0.91024,0.88026,0.84193
NaN,NaN,0.80945
0.83506,0.763,0.83606
0.80229,0.72605,0.78946
0.78785,0.70631,0.80894
0.79054,0.71155,0.791
0.77664,0.69169,0.81787
0.78682,0.70359,0.81321
0.843,0.77654,0.82831
0.88391,0.8407,0.8092
0.76336,0.67872,0.78855
0.81319,0.74163,0.82386
0.80429,0.72688,0.81993
0.82709,0.75877,0.80856
0.84935,0.78367,0.82897
0.77576,0.69316,0.81669
0.8553,0.79387,0.8228
0.80063,0.72276,0.81865
0.85428,0.79848,0.80656
0.80701,0.72935,NaN
0.88323,0.83905,0.83639
0.91701,0.88547,0.85088
0.89305,0.85335,0.83033
0.81527,0.74537,0.77264
0.85218,0.78977,0.83244
0.80336,0.72441,NaN
NaN,NaN,0.8312
0.8698,0.81805,0.81269
0.81273,0.74002,0.80268
0.83781,0.77667,0.78655
0.84698,0.77761,0.84292
0.77663,0.69704,0.78189
0.78538,0.70586,0.79344
0.8798,0.83756,0.81077
0.90958,0.87275,0.84582
0.85798,0.79951,0.80052
0.75544,0.6701,0.79631
0.83996,0.77366,0.80999
0.89302,0.85316,0.82743
0.91095,0.8809,0.84899
0.90304,0.86105,0.861
0.91447,0.88731,0.84523
0.8522,0.79194,0.8115
0.87589,0.81972,0.86464
0.88221,0.83412,0.84037
0.82636,0.7591,0.78905
0.77506,0.69159,0.82133
0.86118,0.79821,0.83537
0.87419,0.82277,NaN
0.84938,0.7904,0.82607
0.77326,0.68881,0.82823
0.89186,0.85889,0.82777
0.82694,0.76945,0.77341
0.80793,0.7336,0.79723
0.86709,0.81269,0.82157
0.84693,0.79095,0.7971
0.83492,0.76851,0.80683
0.83401,0.76475,0.81935
0.80465,0.72718,0.80242
0.76632,0.67984,0.82777
0.87214,0.81117,0.83775
0.85815,0.80711,0.8004
0.81,0.73195,0.82501
0.82863,0.75843,0.82053
0.85548,0.7952,0.85176
0.86973,0.81499,0.831
0.88051,0.82883,0.84008
0.76488,0.68189,0.79346
0.89902,0.87423,0.80509
0.8,0.71812,0.82627
0.89798,0.8518,NaN
0.86462,0.81293,0.81596
0.83118,0.76063,0.81355
0.78661,0.70402,0.81127
0.71372,0.62328,0.81541
0.85792,0.79282,0.83676
0.87044,0.81648,0.82731
0.77757,0.6973,0.79518
0.89161,0.84536,0.84766
0.85064,0.78916,0.80986
0.83717,0.76592,0.85221
0.85364,0.79541,0.81684
0.87862,0.83437,0.81656
0.83195,0.76439,0.80666
0.86953,0.81992,0.81517
0.89377,0.85922,0.83812
0.87378,0.82715,0.82124
0.78091,0.69695,0.81359
0.82878,0.75476,0.83563
0.83484,0.76708,0.81822
0.85799,0.79912,0.81925
0.86044,0.80548,0.81382
0.91087,0.87443,0.85168
0.89594,0.85891,0.81789
0.9091,0.88225,0.8273
0.91151,0.87701,0.8458
0.80002,0.71957,0.83249
0.91134,0.8738,0.86283
0.85,0.7881,0.80767
0.80377,0.72491,0.80507
0.76154,0.67845,0.79526
0.76765,0.68248,0.82105
0.89299,0.85777,0.84574
0.87135,0.81554,0.81339
0.79516,0.71326,0.80735
0.89218,0.84992,0.85082
0.80804,0.7326,0.81753
0.91202,0.88726,0.82762
0.83736,0.77046,0.81666
0.90947,0.8854,0.82098
0.8716,0.81953,0.82363
0.8199,0.75497,0.78063
0.77568,0.6943,0.79557
0.88869,0.83905,0.83804
0.77339,0.68944,0.80061
0.85002,0.79613,0.80743
0.85771,0.79935,0.81994
0.79769,0.71735,0.81541
0.84295,0.78038,0.81317
0.78209,0.69826,0.82325
0.80177,0.72997,0.78594
0.73953,0.65034,0.83205
0.9025,0.8665,0.83021
0.9233,0.8946,0.86549
0.83082,0.76517,0.7958
0.78068,0.69844,0.81026
0.84432,0.78203,0.81496
0.81161,0.73325,0.81936
0.83996,0.77036,0.81914
0.73549,0.65003,0.80185
0.8392,0.77134,0.83935
0.78401,0.70249,0.80975
0.87185,0.81952,0.82109
0.81112,0.73654,0.79046
0.86115,0.80239,0.82488
0.84063,0.77676,0.80737
0.84609,0.78674,0.79498
0.89517,0.85433,0.84427
0.86635,0.81109,0.82263
NaN,NaN,0.81195
0.74918,0.66265,0.79544
0.8484,0.7846,0.82172
0.88986,0.8388,0.8479
0.85884,0.80584,0.81169
0.80946,0.72986,0.83525
0.8518,0.7945,0.80504
0.88545,0.84159,0.82639
0.90061,0.85637,0.86025
0.85513,0.79589,0.82107
0.9238,0.90417,0.85591
0.81067,0.73416,0.8047
0.86778,0.8138,0.81137
0.91295,0.88653,0.84028
0.85869,0.80441,0.80181
0.89584,0.86137,0.83662
0.85145,0.79354,0.81105
0.78032,0.69509,0.82907
0.85434,0.7907,0.84672
0.87676,0.82619,0.8175
0.84733,0.79183,0.80064
0.82626,0.75346,0.81225
0.84639,0.78426,0.80177
NaN,NaN,0.83451
0.78486,0.70148,0.81326
0.82361,0.74681,0.83773
0.80757,0.73445,0.77809
0.8146,0.73873,0.81363
0.84366,0.78127,0.81387
0.73032,0.6441,0.77728
0.7745,0.68988,0.7979
0.80173,0.72375,0.81408
0.82523,0.75461,0.81295
0.86769,0.81184,0.83589
0.85853,0.8001,0.82217
0.81524,0.74279,0.78618
0.82406,0.75421,0.79449
0.88521,0.84669,0.83257
0.90497,0.86701,0.85609
0.83271,0.76654,0.81334
0.79225,0.71218,0.80699
0.84355,0.78824,0.79068
0.87175,0.82889,0.80939
0.80709,0.7288,0.81936
0.7978,0.71855,0.80462
0.80777,0.73118,0.80749
0.84833,0.78447,0.81402
0.86199,0.80621,0.81153
0.89473,0.86072,0.81456
0.87667,0.84268,0.79662
0.87675,0.81984,0.84415
0.85773,0.8092,0.79778
0.87121,0.82651,0.79824
0.81009,0.73164,0.82078
NaN,NaN,0.82825
0.82988,0.75428,0.83268
0.77218,0.69068,0.7773
0.80035,0.72646,0.79408
0.76086,0.67294,0.81124
0.82991,0.77227,0.77945
0.88765,0.84419,0.82383
0.91347,0.88209,0.85393
0.87192,0.82468,0.824
0.87338,0.81022,0.85103
0.84618,0.78177,0.81746
NaN,NaN,0.8044
0.86493,0.80541,0.82576
NaN,NaN,0.82947
0.73687,0.65171,0.78252
0.88158,0.83868,0.81615
0.8524,0.79916,0.79529
0.84321,0.77519,0.81883
0.90336,0.86049,0.86738
0.86012,0.8006,0.81942
0.92896,0.90527,0.86007
0.83749,0.76872,0.80483
0.88235,0.83713,0.8327
0.80351,0.72524,0.81327
0.80471,0.72462,0.81797
0.78426,0.70552,0.78476
0.85759,0.81017,0.78508
0.87429,0.82972,NaN
0.76964,0.68566,0.8016
0.79194,0.71259,0.80652
0.84916,0.78841,0.82647
NaN,NaN,0.81515
0.81003,0.73277,0.8095
0.87695,0.83047,0.80758
0.80108,0.72501,0.78978
NaN,NaN,0.84991
0.74454,0.65815,0.81439
0.9364,0.91422,0.87144
0.83247,0.76064,0.83352
0.72567,0.63693,0.8024
0.79151,0.70924,0.81897
0.7814,0.69882,0.80646
0.8576,0.80536,0.79743
0.83892,0.77329,0.8024
0.80139,0.72577,0.81065
0.83311,0.76043,0.84217
0.8766,0.83141,0.82672
0.84214,0.77323,0.82226
0.85628,0.79508,0.82662
0.83167,0.76232,0.80385
0.88745,0.85539,0.82174
0.88792,0.84246,0.82739
0.82653,0.75923,0.7941
0.74201,0.65543,0.80572
0.74493,0.65969,0.7845
0.83614,0.78327,0.77775
0.88051,0.83292,0.81502
0.90444,0.8703,0.8271
0.82016,0.74461,0.82311
0.88532,0.84341,0.82127
0.78026,0.69871,0.79699
0.86774,0.82063,0.80624
0.78685,0.7048,0.80757
0.89975,0.85954,0.84083
0.82649,0.75544,0.81016
0.8023,0.72261,0.82215
0.87171,0.82491,0.81397
0.89474,0.84666,0.83898
NaN,NaN,0.77892
0.76559,0.67935,0.82338
0.80601,0.7289,0.80523
0.78351,0.69944,0.81468
0.75344,0.66601,0.8136
0.90725,0.87024,0.85296
0.79795,0.71508,0.83226
0.90215,0.86989,0.82953
0.9073,0.86905,0.85961
0.8557,0.80084,0.81129
0.83694,0.76765,0.82712
0.87889,0.82708,0.83837
0.70227,0.61337,0.81193
0.84524,0.78933,0.78246
0.8407,0.77155,0.8177
0.81146,0.73317,0.8217
0.85593,0.79914,0.80119
0.80311,0.72344,0.81735
0.78647,0.70221,0.82981
0.81725,0.74072,0.81417
0.72425,0.63447,0.82102
0.80972,0.72939,0.84268
0.74343,0.65784,0.78863
0.85455,0.80207,0.81567
0.88014,0.8416,0.80734
0.89979,0.86562,0.82865
0.85508,0.79408,0.82031
0.73878,0.65331,0.78834
0.86816,0.81184,0.83513
0.77836,0.69416,0.79864
0.86231,0.80429,0.83523
0.87447,0.83103,0.80876
0.86485,0.80242,0.8364
0.87825,0.83152,0.82787
0.90887,0.87463,0.84113
0.82766,0.75793,0.80948
0.83868,0.77096,0.82264
0.79416,0.71514,0.81022
0.73831,0.64969,0.82016
0.89735,0.86279,0.83899
0.83579,0.76718,0.82248
0.70383,0.61383,0.79463
0.88096,0.82857,0.83835
0.76112,0.67106,0.84807
0.85802,0.80436,0.81053
0.86157,0.8075,0.81505
0.75113,0.66329,NaN
0.78056,0.69837,0.80783
0.825,0.75649,0.80615
0.80019,0.72313,0.80812
0.87773,0.83111,0.82262
0.82257,0.74835,0.81611
0.75474,0.66689,0.82702
0.88734,0.84598,0.82617
0.8005,0.7253,0.79717
0.85758,0.79709,0.82674
0.89701,0.85081,0.84603
0.89856,0.86148,0.83185
0.824,0.75191,0.80938
0.88677,0.84522,0.81991
0.86217,0.7977,0.84492
0.87716,0.83384,0.83731
0.88612,0.83694,0.83589
0.89614,0.86415,0.82086
0.93569,0.91577,0.86565
NaN,NaN,0.81425
0.86872,0.81043,0.83838
0.87449,0.8238,0.82689
0.82718,0.75839,0.8199
0.771,0.68629,0.80764
0.84422,0.78741,0.78343
0.83127,0.76097,0.84183
0.87272,0.82148,0.83681
0.92397,0.90567,0.8339
0.7551,0.67106,0.79131
0.76339,0.67939,0.80128
0.79882,0.71917,0.81584
0.8487,0.78366,0.80287
0.76367,0.67768,0.81041
0.88265,0.84186,0.81297
0.88057,0.83736,0.81579
0.86011,0.80534,0.8068
0.89177,0.85091,0.82464
0.85865,0.80418,0.82662
0.756,0.66851,0.83229
0.87632,0.8227,0.84132
0.79755,0.71905,0.79497
0.85112,0.79078,0.80346
0.86328,0.80606,0.82842
0.89837,0.86328,0.83111
0.86332,0.80749,0.8221
0.79401,0.71289,0.80591
0.80386,0.73108,0.78084
NaN,NaN,0.80374
0.83543,0.76621,0.81768
0.84392,0.78999,0.78836
0.76012,0.67365,0.82062
0.85695,0.80377,0.80988
0.80324,0.72201,0.83425
0.80362,0.72415,0.81651
0.84889,0.7897,0.82705
0.85577,0.79452,0.82797
0.82798,0.75693,0.83163
0.86467,0.80746,NaN
NaN,NaN,0.79464
0.67458,0.58373,0.79649
0.81052,0.73298,0.82547
0.8685,0.81179,0.8262
0.852,0.78838,0.82814
0.77109,0.68711,0.81478
0.81915,0.73964,0.83523
0.87878,0.82559,0.83911
0.90669,0.86674,0.8645
0.87593,0.82833,0.82303
0.857,0.80372,0.80798
0.77726,0.69426,0.79588
0.85965,0.79444,0.83367
0.86796,0.8173,0.8142
0.85477,0.7946,0.82007
NaN,NaN,0.78519
0.87154,0.81838,0.82504
0.89174,0.84295,0.85145
0.77272,0.69075,0.79094
0.87669,0.83131,0.81665
0.82598,0.75065,0.8363
0.75804,0.67296,0.80305
0.87461,0.82359,0.81818
0.83396,0.77054,0.8032
0.82045,0.74592,0.83176
0.86701,0.8062,0.83173
0.89158,0.85192,0.83237
0.82504,0.75512,0.79688
0.89398,0.85941,0.81369
NaN,NaN,0.83636
0.8253,0.75936,0.80855
0.80867,0.72658,0.84913
0.8488,0.78346,0.83052
0.89461,0.84824,0.83474
0.76103,0.67704,0.79401
0.89924,0.86174,0.82985
0.77938,0.70571,0.75825
0.87585,0.83213,0.80178
0.86484,0.80782,0.82934
0.89277,0.85064,0.8419
0.90613,0.87398,0.83836
0.81379,0.7413,0.79385
0.80349,0.7207,0.83131
0.83719,0.76963,0.82345
0.84919,0.78614,0.8111
0.85916,0.80014,NaN
0.8875,0.8531,0.82316
0.84268,0.77887,0.80872
0.84043,0.77287,0.81037
0.88418,0.84719,0.82088
0.78818,0.70848,0.80028
0.81255,0.73819,0.80173
0.77783,NaN,0.81174
0.83318,0.7653,0.81113
0.85465,0.79778,0.80701
0.82422,0.76,0.79744
0.88827,0.84976,0.81333
0.903,0.86627,0.84285
0.88236,0.84282,0.81544
0.74408,0.65707,0.80567
0.75326,0.66864,0.79342
0.84994,0.78715,0.82594
0.86979,0.80843,0.85584
0.74482,0.65704,0.80221
0.78632,0.70414,0.81488
0.89867,0.85039,0.86687
0.89395,0.8524,0.85175
0.7693,0.68493,0.80041
