0.81034,0.87046,0.80702,0.81323,0.76176,0.80817,0.80931,0.90604,0.80364,0.81672,0.87447,0.92077
0.81886,0.88768,0.79919,0.82411,0.761,0.82005,0.83271,0.93058,0.82447,0.84066,0.90297,0.94334
0.83732,0.88032,0.8264,0.83846,0.77473,0.81831,0.82425,0.91067,0.78757,0.8324,0.85297,0.91219
0.78945,0.84705,0.78403,0.79628,0.74799,0.8002,0.7744,0.87373,0.72578,0.79031,0.80169,0.87763
0.82008,0.87465,0.81606,0.82336,0.76507,0.81011,0.82589,0.91678,0.84228,0.83178,0.90691,0.93528
NaN,NaN,0.8247,NaN,0.78824,0.82633,NaN,NaN,0.77718,NaN,0.85038,0.90309
0.81479,0.87437,0.79708,0.82041,0.74348,0.79429,0.82055,0.9121,0.81093,0.82907,0.87791,0.92322
0.81309,0.87584,0.817,0.81568,0.7797,0.82244,0.79144,0.88973,0.73313,0.80121,0.80232,0.87942
0.81339,0.87491,0.78573,0.81864,0.72788,0.77196,0.8283,0.92159,0.82949,0.83514,0.89869,0.94101
0.81117,0.86125,0.81991,0.81163,0.78597,0.8252,0.78395,0.88353,0.75023,0.79398,0.82612,0.89321
0.79985,0.85802,0.80125,0.80295,0.76038,0.8049,0.79333,0.8913,0.78389,0.80208,0.85754,0.90891
0.78545,0.86329,0.76178,0.7916,0.72584,0.79071,0.80007,0.90008,0.79101,0.8073,0.86877,0.91501
0.81367,0.868,0.82135,0.81532,0.7895,0.83045,0.80024,0.89998,0.79454,0.8088,0.87282,0.91853
0.82283,0.88721,0.81168,0.82649,0.76517,0.81353,0.83489,0.9318,0.84348,0.84137,0.91545,0.9491
0.83549,0.86758,0.83274,0.83378,0.77901,0.81769,0.80427,0.88814,0.7429,0.8141,0.80206,0.88192
0.81906,0.87959,0.81538,0.8216,0.76662,0.81004,0.82235,0.91843,0.83055,NaN,0.8996,0.93692
0.84946,0.90043,0.82964,0.84988,0.77953,0.82437,0.86124,0.94687,0.86228,0.86451,0.93053,0.95961
0.83969,0.89806,0.78644,0.84325,0.72907,0.78199,0.84053,0.91987,0.75451,0.84709,0.81853,0.89786
0.80372,0.86708,0.80362,0.80577,0.76259,0.80923,0.7883,0.88418,0.74067,0.79642,0.80777,0.87824
0.80512,0.86153,0.81101,0.80718,0.77702,0.81948,0.78917,0.88948,0.77045,0.79858,0.84756,0.9035
0.83822,0.87898,0.83731,0.84067,0.79159,0.8335,0.82511,0.91688,0.81139,0.83512,0.88188,0.92838
0.77518,0.84461,0.76056,0.78102,0.72254,0.7763,0.8059,0.90698,0.82988,0.81238,0.91153,0.94019
0.79142,0.862,0.78806,0.79413,0.75322,0.80212,0.78444,0.88236,0.75406,0.79152,0.82712,0.88763
0.81277,0.85871,0.82256,0.81246,0.77063,0.80846,0.81539,0.9096,0.84579,0.81914,0.91069,0.93983
0.79834,0.842,0.80119,0.80152,0.74812,0.78735,0.78287,0.8771,0.76104,0.79435,0.82557,0.89324
0.81703,0.88366,0.80588,0.81934,0.75668,0.80664,0.82733,0.92191,0.83747,0.83169,0.90516,0.93792
0.83035,0.89202,NaN,0.83368,0.77469,0.82492,0.83277,0.92805,NaN,0.84007,0.89686,0.93778
0.78822,0.83856,0.79452,0.79057,0.7556,0.79614,0.76004,0.85505,0.70033,0.77255,0.76845,0.8542
0.82212,0.87501,0.82972,0.8235,0.78805,0.82819,0.79145,0.88719,0.7282,0.80182,0.79444,0.87487
0.82886,0.87909,0.82123,0.82902,0.77261,0.81763,0.82427,0.91406,0.8067,0.82986,0.87361,0.92288
0.83483,0.87824,0.84304,0.83458,0.79808,0.83443,0.83053,0.91888,0.85105,0.83407,0.91449,0.93956
0.79155,0.85062,0.79707,0.79246,0.75917,0.80103,0.78993,0.88898,0.79955,0.79544,0.87542,0.91646
0.8079,0.87118,NaN,0.81045,0.75426,0.79669,0.79849,0.89312,NaN,0.80586,0.82978,0.89497
0.84147,0.91725,0.80793,0.84606,0.76548,0.82822,0.84702,0.93907,0.8106,0.85353,0.88292,0.9335
0.81736,0.89707,0.7829,0.8226,0.73979,0.80571,0.82515,0.92058,0.78789,0.83185,0.85866,0.91693
0.81943,0.8772,0.81564,0.82159,0.77467,0.82279,0.80865,0.90387,0.77661,0.81749,0.84822,0.90814
0.82053,0.87827,0.8065,0.8227,0.75817,0.80846,0.82037,0.91073,0.79496,0.82709,0.86198,0.91662
0.81105,NaN,0.78032,0.8168,0.73103,0.78586,0.8224,NaN,0.80023,0.82995,0.87108,0.92629
0.83003,0.87715,0.83308,0.83259,0.79249,0.83351,0.82633,0.92358,0.8322,0.83519,0.9079,0.9439
0.82018,0.86943,0.82398,0.82183,0.78039,0.82108,0.81186,0.90902,0.8101,0.81991,0.8824,0.92729
0.79899,0.8582,0.79796,0.80316,0.76026,0.80786,0.78428,0.88055,0.74388,0.79568,0.81477,0.88287
0.81412,0.88793,0.79381,0.81888,0.75249,0.80748,0.82226,0.92107,0.80347,0.83006,0.87927,0.93015
0.81313,0.87187,0.78733,0.81691,0.73136,0.782,0.81608,0.90593,0.77578,0.82387,0.841,0.90751
0.78089,0.84366,0.78126,0.78393,0.75376,0.80187,0.791,0.89248,0.80705,0.79761,0.89283,0.92412
0.7965,0.86075,0.79377,0.79985,0.75923,0.8088,0.83086,0.93383,0.86336,0.83675,0.9447,0.96218
0.82273,0.8732,0.82663,0.82406,0.77726,0.81762,0.83291,0.92865,0.86254,0.83761,0.92993,0.95389
0.82672,0.88241,0.82248,0.8283,0.77652,0.82145,0.81703,0.91198,0.79087,0.82487,0.86109,0.9175
0.77453,0.83579,0.77328,0.77959,0.73622,0.78404,0.78004,0.87893,0.78811,0.78876,0.86649,0.90867
0.79859,0.85657,0.79982,0.79998,0.76771,0.81226,0.81603,0.9168,0.83958,0.82179,0.92199,0.94709
0.79209,0.84917,0.78805,0.79608,0.73724,0.78178,0.78672,0.8823,0.76584,0.7964,0.83274,0.89605
